	text	label
660	"Context: Each of exactly five persons—Nguyen, Olson, Pike, Tyner, and Valdez—participates in exactly one of three activities: going to a movie, going to a soccer game, or going to a restaurant. The following conditions must apply. Nguyen and Olson do not participate in the same activity as each other, nor does either one of them participate in the same activity as Pike. Exactly two persons go to a soccer game. Tyner and Pike do not participate in the same activity as each other. If Nguyen or Valdez goes to a movie, they both go to a movie. 
 Question: If Valdez goes to a soccer game, then each of the following could be true EXCEPT: 
 (0) Olson goes to a movie. (1) Nguyen goes to a restaurant. (2) Nguyen goes to a soccer game. (3) Tyner goes to a soccer game. (4) Tyner goes to a movie. 
 Answer:"	(3) Tyner goes to a soccer game.
661	"Context: Each of exactly five persons—Nguyen, Olson, Pike, Tyner, and Valdez—participates in exactly one of three activities: going to a movie, going to a soccer game, or going to a restaurant. The following conditions must apply. Nguyen and Olson do not participate in the same activity as each other, nor does either one of them participate in the same activity as Pike. Exactly two persons go to a soccer game. Tyner and Pike do not participate in the same activity as each other. If Nguyen or Valdez goes to a movie, they both go to a movie. 
 Question: Which one of the following is a pair of persons who could go to a movie together? 
 (0) Nguyen and Tyner (1) Olson and Tyner (2) Olson and Valdez (3) Pike and Olson (4) Pike and Tyner 
 Answer:"	(1) Olson and Tyner
662	"Context: Each of exactly five persons—Nguyen, Olson, Pike, Tyner, and Valdez—participates in exactly one of three activities: going to a movie, going to a soccer game, or going to a restaurant. The following conditions must apply. Nguyen and Olson do not participate in the same activity as each other, nor does either one of them participate in the same activity as Pike. Exactly two persons go to a soccer game. Tyner and Pike do not participate in the same activity as each other. If Nguyen or Valdez goes to a movie, they both go to a movie. 
 Question: Each of the following statements must be false EXCEPT: 
 (0) Only Olson goes to a restaurant. (1) Only Pike goes to a restaurant. (2) Only Tyner goes to a restaurant. (3) Only Valdez goes to a restaurant. (4) Tyner and Valdez go to a restaurant together. 
 Answer:"	(1) Only Pike goes to a restaurant.
663	"Context: Each of exactly five persons—Nguyen, Olson, Pike, Tyner, and Valdez—participates in exactly one of three activities: going to a movie, going to a soccer game, or going to a restaurant. The following conditions must apply. Nguyen and Olson do not participate in the same activity as each other, nor does either one of them participate in the same activity as Pike. Exactly two persons go to a soccer game. Tyner and Pike do not participate in the same activity as each other. If Nguyen or Valdez goes to a movie, they both go to a movie. 
 Question: If Nguyen goes to a soccer game, then which one of the following is a complete and accurate list of the persons any one of whom could go to a movie? 
 (0) Olson (1) Pike, Valdez (2) Olson, Tyner (3) Pike, Tyner, Valdez (4) Olson, Pike, Tyner 
 Answer:"	(4) Olson, Pike, Tyner
664	"Context: Each of exactly five persons—Nguyen, Olson, Pike, Tyner, and Valdez—participates in exactly one of three activities: going to a movie, going to a soccer game, or going to a restaurant. The following conditions must apply. Nguyen and Olson do not participate in the same activity as each other, nor does either one of them participate in the same activity as Pike. Exactly two persons go to a soccer game. Tyner and Pike do not participate in the same activity as each other. If Nguyen or Valdez goes to a movie, they both go to a movie. 
 Question: If the condition that exactly two persons go to a soccer game is changed to require that exactly three persons go to a soccer game, but all other conditions remain the same, then which one of the following persons must participate in an activity other than going to a soccer game? 
 (0) Nguyen (1) Olson (2) Pike (3) Tyner (4) Valdez 
 Answer:"	(2) Pike
665	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: Which one of the following could be the list of the people who serve on the panel in the first year? 
 (0) Feld, Gibson, Vega, Zapora (1) Feld, Hsu, Vega, Zapora (2) Feld, Ivins, Vega, Zapora (3) Gibson, Hsu, Ivins, Zapora (4) Hsu, Ivins, Young, Zapora 
 Answer:"	(1) Feld, Hsu, Vega, Zapora
666	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: If Vega is the chairperson in the first year, which one of the following is a pair of people who must serve on the panel in the second year? 
 (0) Gibson and Young (1) Gibson and Zapora (2) Hsu and Ivins (3) Ivins and Young (4) Vega and Young 
 Answer:"	(3) Ivins and Young
667	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: If Hsu is the chairperson in the first year, which one of the following could be the chairperson in the second year? 
 (0) Feld (1) Gibson (2) Hsu (3) Ivins (4) Young 
 Answer:"	(0) Feld
668	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: IF Feld serves on the panel in a given year, any one of the following could serve on the panel that year EXCEPT: 
 (0) Gibson (1) Hsu (2) Ivins (3) Vega (4) Young 
 Answer:"	(0) Gibson
669	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: If Ivins is the chairperson in the first year, which one of the following could be the chairperson in the second year? 
 (0) Feld (1) Gibson (2) Hsu (3) Vega (4) Young 
 Answer:"	(0) Feld
670	"Context: In each of two years exactly two of four lawmakers—Feld, Gibson, Hsu, and Ivins—and exactly two of three scientists—Vega, Young, and Zapora—will serve as members of a four-person panel. In each year, one of the members will be chairperson. The chairperson in the first year cannot serve on the panel in the second year. The chairperson in the second year must have served on the panel in the first year. Service on the panel must obey the following conditions: Gibson and Vega do not serve on the panel in the same year as each other. Hsu and Young do not serve on the panel in the same year as each other. Each year, either Ivins or Vega, but not both, serves on the panel. 
 Question: Which one of the following must be true? 
 (0) Feld is on the panel in the second year. (1) Hsu is on the panel in the first year. (2) Ivins is on the panel in both years. (3) Young is on the panel in both years. (4) Zapora is on the panel in the second year. 
 Answer:"	(4) Zapora is on the panel in the second year.
671	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: Which one of the following could be the order in which the investors view the site, from day 1 through day 7? 
 (0) Hall, Gupta, Fennelly, Moss, Knight, Lopez, Jones (1) Hall, Gupta, Lopez, Fennelly, Moss, Knight, Jones (2) Lopez, Gupta, Hall, Moss, Fennelly, Jones, Knight (3) Lopez, Jones, Fennelly, Knight, Hall, Gupta, Moss (4) Lopez, Jones, Knight, Moss, Fennelly, Hall, Gupta 
 Answer:"	(4) Lopez, Jones, Knight, Moss, Fennelly, Hall, Gupta
672	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: If Jones views the site on day 1, which one of the following investors must view the site on day 4? 
 (0) Fennelly (1) Gupta (2) Knight (3) Lopez (4) Moss 
 Answer:"	(4) Moss
673	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: If Knight views the site on day 4 and Moss views the site on some day after the day on which Jones views the site, which one of the following must be true? 
 (0) Jones views the site on day 1. (1) Jones views the site on day 2. (2) Jones views the site on day 6. (3) Moss views the site on day 2. (4) Moss views the site on day 6. 
 Answer:"	(2) Jones views the site on day 6.
674	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: If Hall views the site on day 2, which one of the following is a complete and accurate list of investors any one of whom could be the investor who views the site on day 4? 
 (0) Knight (1) Moss (2) Jones, Moss (3) Knight, Moss (4) Jones, Knight, Moss 
 Answer:"	(2) Jones, Moss
675	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: If Hall views the site on the day after the day Knight views the site and if Fennelly views the site on the day after the day Lopez views the site, then Jones must view the site on day 
 (0) 1 (1) 2 (2) 3 (3) 4 (4) 5 
 Answer:"	(3) 4
676	"Context: During a period of seven consecutive days—from day 1 through day 7—seven investors—Fennelly, Gupta, Hall, Jones, Knight, Lopez, and Moss—will each view a building site exactly once. Each day exactly one investor will view the site. The investors must view the site in accordance with the following conditions: Fennelly views the site on day 3 or else day 5. Lopez views the site on neither day 4 nor day 6. If Jones views the site on day 1, Hall views the site on day 2. If Knight views the site on day 4, Lopez views the site on day 5. Gupta views the site on the day after the day on which Hall views the site. 
 Question: If the day on which Gupta views the site and the day on which Lopez views the site both come at some time before the day on which Fennelly views the site, which one of the following is an investor who could view the site on day 3? 
 (0) Fennelly (1) Gupta (2) Jones (3) Knight (4) Moss 
 Answer:"	(1) Gupta
677	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: Which one of the following could be a complete and accurate matching of habitats to reptiles? 
 (0) 1: two female snakes; 2: one male snake; 3: one female lizard; 4: one male snake, one female lizard; 5: one female lizard (1) 1: empty; 2: two female snakes; 3: two female lizards; 4: two male snakes; 5: one female lizard (2) 1: one female snake, one male snake; 2: two female snakes; 3: one male lizard; 4: one female lizard; 5: one female lizard (3) 1: two male snakes; 2: empty; 3: one female lizard; 4: one female lizard; 5: two female snakes, one female lizard (4) 1: one female snake, one male snake; 2: one female snake, one male snake; 3: one male lizard; 4: one female lizard; 5: one female lizard 
 Answer:"	(1) 1: empty; 2: two female snakes; 3: two female lizards; 4: two male snakes; 5: one female lizard
678	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: If habitat 2 contains at least one female snake and habitat 4 contains two male lizards, then which one of the following could be true? 
 (0) Habitat 3 contains two reptiles. (1) Habitat 5 contains two reptiles. (2) Habitat 1 contains a female lizard. (3) Habitat 2 contains a female lizard. (4) Habitat 5 contains a female lizard. 
 Answer:"	(4) Habitat 5 contains a female lizard.
679	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: Which one of the following must be true? 
 (0) At least one female reptile is alone in a habitat. (1) At least one male reptile is alone in a habitat. (2) At least one lizard is alone in a habitat. (3) At least one lizard is male. (4) At least one snake is male. 
 Answer:"	(2) At least one lizard is alone in a habitat.
680	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: Which one of the following CANNOT be the complete housing arrangement for habitats 1 and 2? 
 (0) 1: one female snake, one male snake; 2: one male snake (1) 1: one male lizard; 2: one male snake (2) 1: two female lizards; 2: one female snake (3) 1: one male snake; 2: empty (4) 1: empty; 2: one female lizard 
 Answer:"	(3) 1: one male snake; 2: empty
681	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: If habitat 3 is empty, and no snake is housed in a habitat that is immediately next to a habitat containing a snake, then which one of the following could be false? 
 (0) All snakes are housed in even-numbered habitats. (1) None of the lizards is male. (2) No snake is alone in a habitat. (3) No lizard is housed in a habitat that is immediately next to a habitat containing a lizard. (4) Exactly one habitat contains exactly one reptile. 
 Answer:"	(0) All snakes are housed in even-numbered habitats.
682	"Context: A zoo's reptile house has a straight row of exactly five consecutive habitats—numbered 1 through 5 from left to right—for housing exactly seven reptiles—four snakes and three lizards. Five of the reptiles are female and two are male. The reptiles must be housed as follows: No habitat houses more than two reptiles. No habitat houses both a snake and a lizard. No female snake is housed in a habitat that is immediately next to a habitat housing a male lizard. 
 Question: If all snakes are female and each of the lizards has a habitat to itself, then which one of the following habitats CANNOT contain any snakes? 
 (0) habitat 1 (1) habitat 2 (2) habitat 3 (3) habitat 4 (4) habitat 5 
 Answer:"	(2) habitat 3
683	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: Which one of the following could be an accurate matching of film buffs to films? 
 (0) Ginnie: the Hitchcock film; Ian: the Kurosawa film; Marcos: the Hitchcock film (1) Ginnie: the Kurosawa film; Ian: the Fellini film; Viktor: the Fellini film (2) Ian: the Hitchcock film; Reveka: the Kurosawa film; Viktor: the Fellini film (3) Marcos: the Kurosawa film; Reveka: the Kurosawa film; Viktor: the Kurosawa film (4) Marcos: the Hitchcock film; Reveka: the Hitchcock film; Yow: the Hitchcock film 
 Answer:"	(3) Marcos: the Kurosawa film; Reveka: the Kurosawa film; Viktor: the Kurosawa film
684	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: Each of the following must be false EXCEPT: 
 (0) Reveka is the only film buff to see the Fellini film. (1) Reveka is the only film buff to see the Hitchcock film. (2) Yow is the only film buff to see the Kurosawa film. (3) Exactly two film buffs see the Kurosawa film. (4) Exactly three film buffs see the Hitchcock film. 
 Answer:"	(0) Reveka is the only film buff to see the Fellini film.
685	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: Which one of the following could be a complete and accurate list of the film buffs who do NOT see the Hitchcock film? 
 (0) Ginnie, Marcos (1) Ginnie Reveka (2) Ginnie, Ian, Reveka (3) Ginnie, Marcos, Yow (4) Ginnie, Viktor, Yow 
 Answer:"	(2) Ginnie, Ian, Reveka
686	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: If exactly one film buff sees the Kurosawa film, then which one of the following must be true? 
 (0) Viktor sees the Hitchcock film. (1) Ginnie sees the Fellini film. (2) Marcos sees the Fellini film. (3) Ian sees the Fellini film. (4) Reveka sees the Hitchcock film. 
 Answer:"	(0) Viktor sees the Hitchcock film.
687	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: Which one of the following must be true? 
 (0) Ginnie sees a different film than Ian does. (1) Ian sees a different film than Lianna does. (2) Ian sees a different film than Viktor does. (3) Ian, Lianna, and Viktor do not all see the same film. (4) Ginnie, Lianna, and Marcos do not all see the same film. 
 Answer:"	(4) Ginnie, Lianna, and Marcos do not all see the same film.
688	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: If Viktor sees the same film as Ginnie does, then which one of the following could be true? 
 (0) Ginnie sees the Fellini film. (1) Ian sees the Hitchcock film. (2) Reveka sees the Kurosawa film. (3) Viktor sees the Hitchcock film. (4) Yow sees the Fellini film. 
 Answer:"	(1) Ian sees the Hitchcock film.
689	"Context: Exactly seven film buffs—Ginnie, Ian, Lianna, Marcos, Reveka, Viktor, and Yow—attend a showing of classic films. Three films are shown, one directed by Fellini, one by Hitchcock, and one by Kurosawa. Each of the film buffs sees exactly one of the three films. The films are shown only once, one film at a time. The following restrictions must apply: Exactly twice as many of the film buffs see the Hitchcock film as see the Fellini film. Ginnie and Reveka do not see the same film as each other. Ian and Marcos do not see the same film as each other. Viktor and Yow see the same film as each other. Lianna sees the Hitchcock film. Ginnie sees either the Fellini film or the Kurosawa film. 
 Question: Each of the following could be complete and accurate list of the film buffs who see the Fellini film EXCEPT: 
 (0) Ginnie, Ian (1) Ginnie, Marcos (2) Ian, Reveka (3) Marcos, Reveka (4) Viktor, Yow 
 Answer:"	(4) Viktor, Yow
690	"Context: Six cars are to be arranged in a straight line, and will be numbered 1 through 6, in order, from the front of the line to the back of the line. Each car is exactly one color: two are green, two are orange, and two are purple. The arrangement of cars is restricted as follows: No car can be the same color as any car next to it in line. Either car 5 or car 6 must be purple. Car 1 cannot be orange. Car 4 cannot be green. 
 Question: The cars in which one of the following pairs CANNOT be the same color as each other? 
 (0) cars 1 and 4 (1) cars 1 and 5 (2) cars 3 and 5 (3) cars 3 and 6 (4) cars 4 and 6 
 Answer:"	(0) cars 1 and 4
691	"Context: Six cars are to be arranged in a straight line, and will be numbered 1 through 6, in order, from the front of the line to the back of the line. Each car is exactly one color: two are green, two are orange, and two are purple. The arrangement of cars is restricted as follows: No car can be the same color as any car next to it in line. Either car 5 or car 6 must be purple. Car 1 cannot be orange. Car 4 cannot be green. 
 Question: If car 2 is the same color as car 4, then which one of the following statements must be true? 
 (0) Car 1 is purple. (1) Car 2 is orange. (2) Car 3 is green. (3) Car 5 is purple. (4) Car 6 is green 
 Answer:"	(1) Car 2 is orange.
692	"Context: Six cars are to be arranged in a straight line, and will be numbered 1 through 6, in order, from the front of the line to the back of the line. Each car is exactly one color: two are green, two are orange, and two are purple. The arrangement of cars is restricted as follows: No car can be the same color as any car next to it in line. Either car 5 or car 6 must be purple. Car 1 cannot be orange. Car 4 cannot be green. 
 Question: If car 4 is purple, which one of the following must be true? 
 (0) Car 1 is orange. (1) Car 2 is green. (2) Car 3 is orange. (3) Car 5 is green. (4) Car 6 is purple. 
 Answer:"	(4) Car 6 is purple.
693	"Context: Six cars are to be arranged in a straight line, and will be numbered 1 through 6, in order, from the front of the line to the back of the line. Each car is exactly one color: two are green, two are orange, and two are purple. The arrangement of cars is restricted as follows: No car can be the same color as any car next to it in line. Either car 5 or car 6 must be purple. Car 1 cannot be orange. Car 4 cannot be green. 
 Question: Which one of the following statements must be false? 
 (0) Car 2 is green. (1) Car 4 is orange. (2) Car 5 is purple. (3) Car 6 is orange. (4) Car 6 is green. 
 Answer:"	(0) Car 2 is green.
694	"Context: Six cars are to be arranged in a straight line, and will be numbered 1 through 6, in order, from the front of the line to the back of the line. Each car is exactly one color: two are green, two are orange, and two are purple. The arrangement of cars is restricted as follows: No car can be the same color as any car next to it in line. Either car 5 or car 6 must be purple. Car 1 cannot be orange. Car 4 cannot be green. 
 Question: If one of the two orange cars is replaced by a third green car, and if the arrangement of cars in line must conform to the same restrictions as before, then which one of the following is a complete and accurate list of the cars each of which must be green? 
 (0) car 1 (1) car 3 (2) car 5 (3) car 1, car 3 (4) car l, car 3, car 5 
 Answer:"	(3) car 1, car 3
695	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: If Neptune arrived after Kashmir, which one of the following must be false? 
 (0) Jewel was the second of the boats to arrive. (1) Kashmir was the fifth of the boats to arrive. (2) Neptune was the third of the boats to arrive. (3) Ojibwa was the sixth of the boats to arrive. (4) Spain was the seventh of the boats to arrive. 
 Answer:"	(1) Kashmir was the fifth of the boats to arrive.
696	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: Which one of the following must be true? 
 (0) At least two of the boats arrived before Neptune. (1) At least five of the boats arrived before Pacific. (2) At least four of the boats arrived before Spain. (3) At least three of the boats arrived before Tornado. (4) At least two of the boats arrived before Valhalla. 
 Answer:"	(2) At least four of the boats arrived before Spain.
697	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: Of the eight boats, what is the maximum number that could have arrived before Jewel? 
 (0) none (1) one (2) two (3) three (4) four 
 Answer:"	(3) three
698	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: Of the eight boats, if Valhalla was the second to arrive, then which one of the following CANNOT be true? 
 (0) Jewel was the third to arrive. (1) Jewel was the first to arrive. (2) Kashmir was the third to arrive. (3) Pacific was the third to arrive. (4) Tornado was the third to arrive. 
 Answer:"	(4) Tornado was the third to arrive.
699	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: If Valhalla arrived before Neptune but after Pacific, which one of the following could be true? 
 (0) Tornado arrived before Valhalla. (1) Kashmir arrived before Pacific. (2) Ojibwa was not the last of the boats to arrive. (3) Spain arrived before Valhalla. (4) Spain was not the seventh of the boats to arrive. 
 Answer:"	(1) Kashmir arrived before Pacific.
700	"Context: Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa. 
 Question: Of the boats, what are, respectively, the minimum number and the maximum number that could have arrived before Kashmir? 
 (0) one, five (1) two, five (2) three, five (3) one, six (4) two, six 
 Answer:"	(0) one, five
